,products_and_services,products_id,language (ISO-code),typo_corrected
303,espresso coffee pads,5d656678-f0b4-473c-b482-3167e0a7e520,it,espresso coffee pads
304,espresso coffee capsules,8e54bb46-b171-481f-8eab-056b4fbcf3b5,fr,espresso coffee capsules
305,commercial vehicle rental,f1958aa7-48d2-43b0-a02d-4bb4114df4e5,it,commercial vehicle rental
306,bartolini,081d54c2-1bd9-4620-afed-2aafb0cdd333,lt,bartolini
307,dhl,7dd57d6d-2762-4200-aa5d-5ef3a2b63e05,so,dhl
308,metal gears,63bc070d-fc3e-4785-9f4f-d9c03bb64f50,af,metal gears
309,dryers,c3a9d3b5-2e32-4428-8f4f-25a1266ba79c,sq,dryers
310,processing lines for vegetables,7ce34444-58c2-40ba-80fe-0df23a6f7510,da,processing lines for vegetables
311,hydraulic tippers,f19d06e9-e477-4174-9957-389f0f41bb1c,cy,hydraulic tippers
312,lombardini,285bca10-5915-43d8-982d-1eb4fd06cec7,ro,lombardini
313,marine engine spares,83ffb8e1-d44a-4e5e-950a-e071a82cd23f,no,marine engine spares
314,kohler,3fd014af-3da5-4db4-b7a1-8dc1fd49ab82,cs,kohler
315,industrial motor spare parts,43010fa5-d34d-47c7-87d4-244248be835d,ro,industrial motor spare parts
316,perkins,a5f235a8-47ef-4082-8ed5-35683566328b,fi,perkins
317,lacarla sottoli campani,a1bb05e1-ed69-4c30-9783-135fa81a681e,it,lacarla sottoli campani
318,pickled vegetables,3cb0884c-f576-46da-9914-0495fd94b209,no,pickled vegetables
319,balancing,9468bfe3-e73c-4e6b-94ef-2202f0bcb175,id,balancing
320,tyre inflating kits,8d153d71-d0f3-4dc9-ac00-4fd3009a2c90,no,tyre inflating kits
321,tyre replacement,19974518-0078-4989-9eb5-21f7693849ea,fr,tyre replacement
322,pinions,afeddb09-04ac-47f9-9960-b4d29525e423,lt,pinions
323,farm holiday,452d1e5a-5950-4fab-a9d5-c62f655f1b78,cy,farm holiday
324,chicken loaders,6bb867a8-c509-4a1f-9726-698a88ff6c0d,de,chicken loaders
325,crates,09dbb9d9-aabe-4d6b-9471-d50bfcb3ef1a,ro,crates
326,carrube frantumate,c0d7277d-7452-4507-9d0d-424f9b697ee8,pt,carrube frantumate
327,seme di carruba,ffa6008d-10b9-4929-9302-98ae593a2773,it,seme di carruba
328,cereali e granaglie,a003ee73-0d57-47f6-ab10-2cdeac66ed97,it,cereali e granaglie
329,tourist services,2e89fad8-9126-4a07-b817-514300c54590,fr,tourist services
330,concrete-mixer trucks,d23fcd30-3a55-4335-b5ed-fb733d674ea7,ca,concrete-mixer trucks
331,fertilizer spreaders,5e5c0bd1-d3fe-44ed-9a8a-0d16557baac3,da,fertilizer spreaders
332,dumpers,192ed1d5-aade-4d6c-8b51-274ad2621090,id,dumpers
333,salt pills,d3776890-66df-42da-9fea-4d3ca5632705,et,salt pills
334,unprocessed sea salt,fd9480e5-5463-4abe-91dd-b87aa3cad4fb,it,unprocessed sea salt
335,equipping industrial vehicles,59f4a32d-2e8c-4c86-82c6-ccb02fc8e397,ca,equipping industrial vehicles
336,instrument calibration,2aa426c5-0df1-4a18-9f45-05faac192dc9,fr,instrument calibration
337,aluminum silos,95f9d5b9-75e8-4a4a-9687-8344e9fb9b93,ro,aluminum silos
338,feeds for birds,8ef7ba1b-cdaa-4a8f-8788-6c75e11b83ef,da,feeds for birds
339,horse feed,4de4f360-f68f-4f26-a780-f5f07989eaad,nl,horse feed
340,pellet granulators,3d7ded19-05c4-4bfe-a66b-63ee33711f61,it,pellet granulators
341,road transport - passengers,8dc55ff4-d556-442a-94fe-7847e2c8ee2c,no,road transport - passengers
342,agricultural systems,923958b0-75b8-4e7a-9eb2-6534e6fe7757,ro,agricultural systems
343,garden strimmers,c3900630-b9c3-4063-a478-5e03c80445f0,da,garden strimmers
344,storage systems,43b40a01-9813-454c-a068-fd10ea768525,da,storage systems
345,salt spreaders,bd00e7df-cb72-4eb6-94bc-0866c9ee01f5,sv,salt spreaders
346,hydrovor,3b3c9f14-ed9d-4aed-b11b-ebec6b7ce3b3,sk,hydrovor
347,trench diggers,cf5f6366-1f7d-4b45-8dce-03ff1bc54ee6,da,trench diggers
348,weeders,d70c2f7a-1bc7-43f4-aa46-50762346c8ff,nl,weeders
349,vibrocultivators,cdddca72-6ee3-4d57-aef2-78c325b0a32f,it,vibrocultivators
350,diesel engines,4fd797f4-2c02-49dc-b5ed-1def4d635585,af,diesel engines
351,industrial motors,6c70e424-9ff5-4ae5-950b-3e4d0f3c2ca5,it,industrial motors
352,engine spares,e827efe5-a4c1-48c3-ba8a-2333ffefd887,no,engine spares
353,spatulas and teaspoons,2adf7684-e077-41c4-bd22-4e28ba8a4539,et,spatulas and teaspoons
354,tubes for hydraulic equipment,1902a652-f74d-4a05-b945-2822ccae5b9b,ca,tubes for hydraulic equipment
355,hydraulic accessories,90ca58cc-f85b-4ddd-8fee-ae262b91d7c9,ca,hydraulic accessories
356,systems and equipment for manure removal,32c1f0b4-1d82-4f95-b118-65d57817f831,fr,systems and equipment for manure removal
357,trasporto uva,7e428ed2-1c64-4c44-a5cd-9fead1b4f564,pt,trasporto uva
358,rotocoltivatori,b735ca53-bbbf-4b46-a801-dbf65307d999,it,rotocoltivatori
359,"tractors, caterpillar",81095b90-45cb-4e8c-8270-ebd296c3c1d5,ca,"tractors, caterpillar"
360,green tourism courses,9815ca21-fc6d-47a6-9be5-19a521e77e45,fr,green tourism courses
361,drone,5f7a64c5-0f0e-48cb-a083-853dbd334bc6,cy,drone
362,holiday farm guide,4b583205-30a1-4e90-a99c-d5aa141041dd,so,holiday farm guide
363,agricultural-grade cords,b45a76b6-6eb7-4112-95b0-984384f967d5,ca,agricultural-grade cords
364,foodstuffs,f122cdc5-7768-46a0-a6c3-925c5b42845b,da,foodstuffs
365,hotels - furniture,5d60d355-9e3f-4a2f-8ba6-eb4c4a232350,ca,hotels - furniture
366,items for stables,9027b3c8-b9d4-4dac-b341-a03185934c52,no,items for stables
367,velvet - fabrics,63615fe4-6d5e-4356-8cbb-833b00331bd9,hu,velvet - fabrics
368,"gowns, wedding",45e6959f-7fef-4f92-9c2b-d0d4ec0bb749,cy,"gowns, wedding"
369,aniseed,686ce1a0-9a0a-4930-b429-512c049a1ba3,et,aniseed
370,refrigerated semi-trailers,96750263-cc75-4f1b-9ae2-d49dc6159da7,da,refrigerated semi-trailers
371,industrial vehicles,40b6ff2b-7b6a-4825-87c7-a7435d862bef,ro,industrial vehicles
372,isothermal swap bodies,d59dcb4d-da74-4bdb-9a6e-cac9d5b3cb2e,af,isothermal swap bodies
373,flowers for sweet jars,65838a26-3f72-4564-bf3e-5d1e45270426,af,flowers for sweet jars
374,rosaries,dffc95e7-bfb7-4816-999e-23e5033093a9,es,rosaries
375,period furniture,d32f422d-345b-41da-aa7a-feb16da4d833,ro,period furniture
376,bronze,e6a50fc5-936d-45d8-8a59-c68f1f968403,de,bronze
377,coil springs,1f34d95a-18d2-459f-ac25-77b412daf770,it,coil springs
378,vehicle maintenance products,fafd94e1-5f4a-4741-ada6-cab22ca13c3b,fr,vehicle maintenance products
379,organic detergents,995694b7-1690-4636-996a-6921952ac4c8,da,organic detergents
380,altur,d9b5f633-fada-4331-b458-7e1368d49705,ro,altur
381,detergents for motor vehicles,4507e434-a2c0-4939-adf6-f3538ce8433b,no,detergents for motor vehicles
382,lawn mowers,3fb6d3b4-66c8-4f47-a91a-932d9aa93117,pl,lawn mowers
383,garden motor pumps,ed5e56db-6d2f-4f77-92f5-b10889b6525f,sv,garden motor pumps
384,dusters,467b6e15-a8b1-4ecc-a918-4d91b275b6e1,de,dusters
385,grants,f2db0f7a-b2f6-4470-aa1c-76b44eedbd06,ca,grants
386,fuel injection nozzles,7014e050-f615-47a9-ae68-aed59ab18e88,es,fuel injection nozzles
387,circular saws,6c4c7763-9577-4171-a3c8-b24ce2e5f636,ro,circular saws
388,skips for diggers,37ad83d0-256e-419c-a88c-8db9c7b721fe,da,skips for diggers
389,turbines,5b1cffb2-2a5c-4ea1-be94-bf115dafd7cd,et,turbines
390,forestry equipment,8dc5c5da-baf0-4087-9087-95997fd5852a,es,forestry equipment
391,groupage,742178fe-ea30-4b34-98c9-afdf8524fbd1,fr,groupage
392,galvanized steel tank clamps,278c7670-3aeb-49bd-b644-5005faeda18a,nl,galvanized steel tank clamps
393,accident prevention,54472899-1267-4020-a1f9-7fc4ea333d6a,it,accident prevention
394,metal hose clamps,f4c7f23b-3673-466b-a94c-65a8d5ae6cd7,es,metal hose clamps
395,hose clamps,94923c47-3d90-4b0a-9b7b-f52be7c2ec71,es,hose clamps
396,piping clamps,98c4835d-7a73-4ca9-ac99-be530fec1788,tl,piping clamps
397,item fastening,dd591c25-a40f-4e8d-b705-1b3c1945ce6f,da,item fastening
398,steel hose clamps,fa247903-c61a-4336-80d4-227dd6a659d5,nl,steel hose clamps
399,garden hoses,98cf1f03-9e5f-4909-962e-0b5ba733e092,no,garden hoses
400,magnetic pumps,8b0e87a7-5465-43cd-9826-fd511e4ce02c,fr,magnetic pumps
401,pumps for acids,a06e7208-a475-483a-a515-e43aad0e0d88,ca,pumps for acids
402,micro-irrigation,e34241aa-b86f-48b0-9cc8-eef128b6e980,it,micro-irrigation
403,drip feeds for irrigation systems,382c97b2-1466-4d6c-959b-f83e7a50cad7,da,drip feeds for irrigation systems
404,reverse osmosis equipment,a9cafc8e-f7ec-475f-b23b-f67c1c987852,pt,reverse osmosis equipment
405,planking,41579a0b-914e-461a-a593-9667f9e99042,tl,planking
406,log wood,6d2b0be1-e156-4774-bdeb-77175e6bb7ee,af,log wood
407,grippers for logs,b95d2683-3b05-4205-82f2-989a08d75098,da,grippers for logs
408,oak logs,0e27032e-a778-4716-a2a8-96062d576afa,no,oak logs
409,telephone marketing,2fb8efed-d716-427c-a6fc-4d5d1ea29a73,no,telephone marketing
410,social media marketing,427d43bb-1639-4834-8288-d13f13be9dab,sv,social media marketing
411,planting,30d4327f-e81a-431f-a235-e76b2220dc55,tl,planting
412,sleeve filters,b0f8730a-f66f-4bab-a3c4-d89574fd4c32,da,sleeve filters
413,installation design,7e30ac99-baeb-4db8-9fb4-48d014afe798,it,installation design
414,measurements taken,b101e3ee-b23a-4011-a35d-c9314f26f4d9,et,measurements taken
415,magnetic limescale-removal treatments,147d7bea-90ff-4ffa-9ac6-ce2d9d279d89,ca,magnetic limescale-removal treatments
416,alkalising substance,2e42a8fb-dd1b-4489-b8da-3181ed390127,tl,alkalising substance
417,plusammina,a6ca2f6e-abbb-42a2-a286-1094f8befdb6,et,plusammina
418,refrigerating units,24f8e78a-52a0-4d18-a99a-3acb85c1fc3a,da,refrigerating units
419,industrial plant maintenance,cf5f5c0b-21ae-4317-8e05-efe32e9c5469,fr,industrial plant maintenance
420,chocolate production plants,6027cf5f-c45c-4e2c-9411-9ec7eed5a56d,fr,chocolate production plants
421,chocolate processing equipment,7c643b3d-efdb-4665-ab3c-1eda78fc1f2c,it,chocolate processing equipment
422,coltiviamo erbe aromatiche su circa 35 ettari di terreno,5e862729-774d-4b87-968e-750dc8d0881a,it,coltiviamo erbe aromatiche su circa 35 ettari di terreno
423,basil,d131f754-3248-4fe8-a782-9204218486f1,id,basil
424,hydraulic transmissions,fc561c4a-71a7-4f62-a5fa-b47593e33c7b,fr,hydraulic transmissions
425,air pollutant exhausters,126bfe16-a33e-4b5b-9038-07f6052ea2de,fr,air pollutant exhausters
426,steel moulding,20ff5de2-a105-4e97-a033-239a994d3c7a,af,steel moulding
427,carbon steel heads,e7cb1089-d505-4029-bb7e-d0751f9582fc,nl,carbon steel heads
428,fume extraction systems,6e9cc15f-e379-4039-939b-f18e27519721,fr,fume extraction systems
429,extraction systems,be1285f6-dd54-40a2-a15a-516364869eeb,fr,extraction systems
430,dust extraction system design,702b496f-455d-4ee4-8a06-cc44e0a1dbe6,fr,dust extraction system design
431,voltage stabilisers,7d064243-b153-4dfd-a516-c1663022468d,it,voltage stabilisers
432,inverters,7b17d1d9-4b74-4f95-8b1e-f17bd87c08da,de,inverters
433,industrial ups,65c4681a-e899-4caf-9ba4-599d079055cc,ro,industrial ups
434,frequency converters,7fb1e411-392c-4793-9937-4328dccb3491,es,frequency converters
435,line conditioners,207a9338-7734-46cf-a481-9f21944861a4,it,line conditioners
436,dc ups,87f6c140-b639-4f14-bdc9-f26b56caec07,ca,dc ups
437,dc/dc converters,d801783c-d8ad-44fd-a4a9-c94259782c99,ca,dc/dc converters
438,vaccines,367ed81e-ff68-4411-be47-d1b90c62b82f,ca,vaccines
439,medicinal plant extracts,c1e00b34-a80d-413f-aeb7-b62d68d48fa6,ca,medicinal plant extracts
440,medical diagnostic tests,305d88f1-0bf2-4314-b621-ba45ec739b07,it,medical diagnostic tests
441,diagnostic pharmaceutical products,f320142b-99c8-433a-ae29-da56eea0ee05,ro,diagnostic pharmaceutical products
442,resistors,6beab94c-f203-4107-bc1f-cb83429293be,no,resistors
443,hydraulic turbines,7becfff0-f867-49af-9dd4-c4e430f166cf,cy,hydraulic turbines
444,buffalo mozzarella cheese,b256b5ec-6eff-4256-87e5-c5cb73c00874,it,buffalo mozzarella cheese
445,buffalo mozzarella from campania,f0df4be1-cd69-4869-abe5-e9cc03542603,it,buffalo mozzarella from campania
446,mozzarella di bufala campana,a4903a1d-d999-4727-a9f5-08f6e6e861c4,it,mozzarella di bufala campana
447,mozzarella cheese,8f3f3faf-2289-41e0-97d4-8540b63db507,it,mozzarella cheese
448,air extraction system design,b8791207-be4c-4b64-b04f-e2c50c0a5272,fr,air extraction system design
449,industrial kitchens,3e979230-d277-422c-a2ee-068880e63325,et,industrial kitchens
450,large plants,41828818-27c7-4bd4-9acc-4d4344136973,fr,large plants
451,electromechanical equipment,94964d94-b293-49c6-b6b5-18fd470acc32,es,electromechanical equipment
452,medicinal plants,3fc5acda-81d9-4bf3-87b0-b1827ed94459,ca,medicinal plants
453,exotic plants,b633b8f3-857f-4137-aa5e-a635a639bee6,ca,exotic plants
454,d.i.y. sweet jars,5adddb5d-27e8-4482-9977-440de316fb63,af,d.i.y. sweet jars
455,gas generator plants,6692a741-2164-41bc-8198-5071c7b791b9,nl,gas generator plants
456,ginseng,8fd6c9b8-e3f7-4e82-8488-622cc60f6455,no,ginseng
457,plant fibre tapes,26add077-de05-47d3-809b-5d1aa6d06e13,ca,plant fibre tapes
458,plant hire,e3f7b4b1-aaa9-479b-aadb-927f1c201309,fr,plant hire
459,fume scrubbers,a2bd5bda-0b44-4d8e-973d-afc85fc8f616,it,fume scrubbers
460,dehumidifiers for swimming pools,bcc7f909-32aa-4235-9120-36aa09432f47,af,dehumidifiers for swimming pools
461,sludge dryer,6f490a5a-4aec-423e-9b70-9a1f949245cd,da,sludge dryer
462,waste dryer,7c227cf5-0a15-468b-a242-c89f20c08c58,af,waste dryer
463,ricotta production plant,751bdcaf-aba2-4ba2-a448-ead4288775b5,it,ricotta production plant
464,yogurt maker equipment,2177c7ca-729b-4e2d-89e2-3b0993897edc,ca,yogurt maker equipment
465,ac dc conversion unit,2007dda1-6841-4f81-9e21-3db1e119adc6,fr,ac dc conversion unit
466,dc rectifier units,cf520ac7-a469-43be-a3b4-e0096da7d241,fr,dc rectifier units
467,dc dc converters for fuel cells,26cfbee8-3fc4-4652-8474-9fa9a3276f97,ca,dc dc converters for fuel cells
468,joints,6810df00-6bb2-4b08-8efa-a4f0601235ed,fi,joints
469,rosemary,1e629b70-c1f7-4ab9-b635-6ca7067dc9bc,lt,rosemary
470,fan units,cde8426c-b5e5-4e7b-b62c-e3ebaede8c80,ca,fan units
471,filtering units for air systems,3489f997-254e-479a-b028-9b8662af8496,no,filtering units for air systems
472,pasta line,e313f942-f59b-42f9-af51-e40d725c6e0f,fi,pasta line
473,pasta plant,91d98235-8b1a-4f14-a70c-4afcb2d0846f,tl,pasta plant
474,pasta manufacturing plant,0f2c1f19-29d3-4d65-805b-ef93ab02f7b2,tl,pasta manufacturing plant
475,work to drawing,617c63c6-ef6f-48c2-a85d-979ef27d390e,pl,work to drawing
476,liquid food installation automation,62bb504c-8457-4768-b3e8-a7d2ad9678aa,fr,liquid food installation automation
477,microfiltration,55a63bed-1f3a-4d15-9fe3-b35fb4dde1f1,it,microfiltration
478,paint stripping,aa3ae679-9800-4153-9f9e-4f5f26bc51e2,tl,paint stripping
479,natural circulation system,f9483620-1b58-49ca-b55c-68f7bfa1aac5,fr,natural circulation system
480,pipes and fittings for solar energy systems,49d920cb-1773-4085-b57f-567b38b72ee2,no,pipes and fittings for solar energy systems
481,solarpipes,e5e7293f-b121-4fe3-8faa-a4df4b44bd50,it,solarpipes
482,filtering hoses,b95d1ed2-a9af-4e09-b93a-ac1b255b6118,no,filtering hoses
483,welding fume exhausters,d1092289-4981-4501-a307-ee0644e41b01,de,welding fume exhausters
484,detergents for zootechnical plants,51287222-d57f-401b-8bcf-f4a06ac6cdcf,nl,detergents for zootechnical plants
485,steel drawing plant,2095dd45-f7d0-4576-b245-242ac1c087b1,af,steel drawing plant
486,cold-drawn steel bars,44aa8455-b3b4-4f1f-9fc2-8d90e91c8182,cy,cold-drawn steel bars
487,cold drawn steel,1f32184d-0351-4ab6-9b52-6124014b8493,cy,cold drawn steel
488,lead-calcium batteries,6d892881-81c9-4f9f-93e5-539a2fc7e430,it,lead-calcium batteries
489,indoor light bars,6001156f-6a5d-47ea-af81-d545972bc5b4,nl,indoor light bars
490,refrigerated system repairs,ae200771-842e-47ba-816e-6d41c05aca3d,da,refrigerated system repairs
491,environmental protection,1c65ffe0-275c-4b1d-80ed-86315839b9b1,fr,environmental protection
492,dust extraction,2a814fe9-b4df-4c14-b1e6-f7448c7379ea,fr,dust extraction
493,spinning plants,2519839a-6f40-42da-b635-48fa83c3e419,no,spinning plants
494,hot pink,4771de31-d0da-4b68-a67b-92a913dcabe1,fi,hot pink
495,steel profiles,af04df9e-aa1f-415a-afa3-5712d0eacbb3,et,steel profiles
496,cartridge filters,04c10dec-f0a6-464d-824d-c87233628112,ro,cartridge filters
497,design of hot galvanisation equipment,0417d9e6-df1a-4d1b-bd16-7cf95273303a,fr,design of hot galvanisation equipment
498,hot galvanizing,466ea4b1-504a-4de3-835f-975e7126fdef,nl,hot galvanizing
499,tube galvanisation plants,2fef4eba-44e4-4c85-b5f3-90f4e26cc67e,nl,tube galvanisation plants
500,aluminium machining machinery,f20f35bb-d8ce-459e-9a6b-f304fbadb0ec,tl,aluminium machining machinery
501,storage batteries,6c53457d-7c98-42af-afd2-a34c78d8d8a2,no,storage batteries
502,gas storage systems,89e7d515-16d4-4cbb-b35d-a337791ef3e0,no,gas storage systems
503,sewage storage plants,2da3b5e8-43bc-4c61-a45e-facc49d06778,af,sewage storage plants
504,jewellery and bijouterie,df7a7094-bf91-4f4b-81ad-c17e16f12e74,nl,jewellery and bijouterie
505,wedding bands,15c8a537-89b4-4e99-ade6-65f01b4d4474,cy,wedding bands
506,microchip,1df45e45-3c5a-4c3f-a24a-f175d07017c0,ro,microchip
507,cogenerators,731a549c-22ad-400a-a493-8f1f09c83a95,it,cogenerators
508,cheese-making machinery,29022a37-cb62-49cf-8df2-0f1a59ec5f0e,nl,cheese-making machinery
509,plant testing,b3d8e29f-1657-4826-bced-6b2a669a815d,nl,plant testing
510,vacuum cleaners,78bc782c-cd73-4cf4-8877-679cb701afa7,ro,vacuum cleaners
511,boiler plant construction,be676ab8-701f-47f6-afd0-22b7e77706a8,fr,boiler plant construction
512,cannabidiol cbd,e403c36c-f837-49d8-9ec1-f9c7170d50c7,cy,cannabidiol cbd
513,cannabis sativa under 02 thc,2904cc1b-c3dd-47dc-b58d-33212f09e07f,it,cannabis sativa under 02 thc
514,terpenes,22a6574e-85bf-44c5-afa2-253872c2d28a,id,terpenes
515,nitrogen,a86b7cc4-eeb9-4655-bb22-64b7a28cf4bc,da,nitrogen
516,valves for cryogenic equipment,025672ad-32c9-43d7-8ae3-901bbdaae93b,ca,valves for cryogenic equipment
517,parsley,bf377c72-aeef-48ff-bf01-683337e05a23,fr,parsley
518,oregano,8bcbf1fb-2b5a-4fb6-ae9d-161995354952,pt,oregano
519,tobacco-substitute cigarettes,74da51b6-a778-420c-bf53-5174ef1ea943,it,tobacco-substitute cigarettes
520,air compressor repairs,c9ffdf25-0c19-4d07-995d-79c2ad38bfaa,pt,air compressor repairs
521,pellet systems,d19ccaf4-858d-4a25-84b0-e2c97f064f0d,da,pellet systems
522,mill plants,cb32018a-8fda-4c04-a982-33790e7db85d,fr,mill plants
523,petrol,73eb5a30-5730-4cf0-860d-665ee63608dc,it,petrol
524,component for plants,7e7e8261-a464-444c-a051-57cb805fda33,ca,component for plants
525,kindergarten furniture,39c93da8-0801-4394-aa4c-cb310bb65fc3,da,kindergarten furniture
526,loaders,2faf160d-4866-4167-809d-415be065d02d,es,loaders
527,dosage systems and systems,6a148b0b-6aea-487d-88a7-3e126e713d4f,da,dosage systems and systems
528,commercial refrigerator cabinets,b4352ccf-d9e3-4eb3-a353-81a24378e085,it,commercial refrigerator cabinets
529,refrigerated cabinets for bars,52fc3481-6a4f-4f72-82b8-08b5f87a29d5,da,refrigerated cabinets for bars
530,refrigerated cabinets for goods storage,f721b8ed-7ac9-4140-bbf7-c3ad2be5b8ce,da,refrigerated cabinets for goods storage
531,refrigeration cabinets,141054e2-0d4a-4adb-8a53-567023aaed34,da,refrigeration cabinets
532,dry pasta plant and equipment,ce155db2-2e9f-4360-bf1e-cf764af6a8f1,fr,dry pasta plant and equipment
533,"refrigeration equipment and plant accessories, parts and components",82f6c076-02ed-48dc-979a-524e105e2703,fr,"refrigeration equipment and plant accessories, parts and components"
534,demoulders,9037f593-2def-4e00-a56b-e5d2e04a4e67,da,demoulders
535,refrigeration equipment and systems for goods storage,bc53d5c8-290e-46b8-8a18-31efa74011da,da,refrigeration equipment and systems for goods storage
536,stainless steel kitchenware,94a5d469-5ac5-4e9b-a8af-baf323adb4bc,nl,stainless steel kitchenware
537,professional scissors,dc87c090-2d1e-4ab8-9e81-62c45b240170,it,professional scissors
538,accident-prevention articles,20a7a3bf-9667-44df-9d96-fa0c6016585e,fr,accident-prevention articles
539,d.i.y. materials,cffa8567-7896-43df-a667-7cf7e3a7b6c6,cy,d.i.y. materials
540,tools,a3a13a89-279c-4740-9109-9a4ba14320a7,et,tools
541,boiler rental,de266563-dc52-43cb-8b42-9dde24326a51,no,boiler rental
542,steam accumulators,eed89329-c72b-4cd7-b35c-11d937f444ce,ro,steam accumulators
543,heavy duty valves,17556090-2075-447d-85ca-7342c0bd6d3e,fi,heavy duty valves
544,air valves,1439ee45-ddf3-44b2-b49b-c14d26de0a39,lv,air valves
545,pump assemblies,6db6c523-0c8b-47e9-80c3-7193c9ce8192,fr,pump assemblies
546,squeeze pumps,d548d4aa-fd7a-49aa-a156-b8d4e16de1da,fr,squeeze pumps
547,water decanter,83052842-354a-4f1f-b873-5c04be8cb9c9,nl,water decanter
548,retention membranes,49c721c0-3ac6-43fb-ade4-8a5b06d7bc35,fr,retention membranes
549,fuel pumps,956db20c-31e1-4268-9aeb-3b43132cb817,es,fuel pumps
550,penetrating oil,84ba6d42-8ba9-4e13-8f8a-2fddf78f1c3a,no,penetrating oil
551,descaling,4ff4e881-195d-46e1-b6f4-df8626574b2f,es,descaling
552,hydrodynamic washing,f814476c-dd00-4bfc-a56d-385d8535f98e,cy,hydrodynamic washing
553,dust suppression systems,e68f94c9-123b-406c-9f3c-4a7a792214c7,fr,dust suppression systems
554,cyclone separators,bd277373-e3e6-4b0e-a7a7-78c854b3bff9,it,cyclone separators
555,fruit juice pasteurisation systems,37baf46e-46e0-4456-96e4-99228d01aaf6,fr,fruit juice pasteurisation systems
556,underwater pumps,0abd44ea-23eb-40e2-94aa-0a0e2d796ad4,de,underwater pumps
557,electric compressors for air,bf135eed-a73b-46b2-855f-22e206edf836,ca,electric compressors for air
558,box transformers,eb9a4e08-c524-452f-8c5c-44ca54596824,da,box transformers
559,load adapter transformers,4611f2e0-4d38-459e-a788-1ea674f8cccb,no,load adapter transformers
560,electrical transformers,2c0e7f31-69c0-4b98-a797-19df374943f7,ca,electrical transformers
561,flanges,2f0cdc11-4963-4a74-a290-c37f95039684,da,flanges
562,fittings,24a00034-0abc-4db9-8394-6276e26ca2cf,sv,fittings
563,forged fittings,32acb3e4-6d7c-4aea-a9b5-055f67861a7c,no,forged fittings
564,valves,f5259bea-df93-4c6d-bd7b-1721c09aa45f,lv,valves
565,filter dryers,bc88dba4-d05a-44d4-a793-dacc7850cc23,no,filter dryers
566,glasslined equipment,20d2f98e-404b-4074-8832-87621c24838f,it,glasslined equipment
567,vacuum dryers,5c66f8f8-b89b-49e6-9105-92886ffc6088,af,vacuum dryers
568,flowmeters,f95b8e59-0c59-4807-9cd8-b0d14bbbd091,da,flowmeters
569,dataloggers,831e7db5-f64d-4bc8-a261-6c74afe36900,it,dataloggers
