Unnamed: 0,products_id_x,products_and_services_x,EuroPages products_id,EuroPages products_and_services
237,52ef06c4-6e5c-4f87-96da-d69f2876b5e2,bag in box wines,,
238,3f07325a-948a-420a-b83c-14f36a96b0e8,canned wines,,
239,d07bfc6c-8a0e-4f31-ab52-0cac3c4e9510,fortified wines,43ad76fa973713431460d3e93b635323,fortified wines
240,ef8df48f-9030-4066-bbe2-4d9b8508edf2,conveyed systems,,
241,c0301ecf-1cca-4d3c-89be-637f4eb6c36e,delivery causes and conveys for grapes and must,,
242,499aa85d-b6a1-47e5-ae07-774f414f37d0,castle to rent,7a5c803208f6f753460d938ebe463bb9,castles to rent
243,6274597c-de83-4f34-a382-d81b249a20b1,horticultural and gardening machinery,c79e40a92ecf28d11ac0fe9c69396ec2,horticultural and gardening machinery
244,6fada889-5bca-4481-9973-5c870f4366ea,wine-growing supplies,28cbf8c452ee9e08a8389ed2cb45f799,wine-growing supplies
245,5dfa2b69-9f37-4ea2-80cd-fe5f66a2c21a,wine grapes,d1f8c766a2a0adddb1bd4b1b774b16ee,wine grapes
246,ac98121a-1b5e-4c44-8589-f8565fbbc83c,presses for the wine industry,3bf2d61a648f4ed952bf19531231c955,presses for the wine industry
247,3d407d8f-b6aa-4a4e-8e42-c04920a08aff,gastronomic products,7130f7dfd072a0bc21d562778073d18a,gastronomic products
248,fe19d118-5bd3-480b-89b4-72b4152c798d,button mushrooms,4c08ce59bbc5ed136caca21c4b479c07,button mushrooms
249,b972470f-b675-4d90-83cc-8a1017aa0080,mushroom packages,,
250,4b756cb9-34c2-46ba-8cf6-6530ac4d4063,substrate for king trumpet mushrooms,,
251,54d47dd1-cb17-4c12-b065-b7a40847d0a1,sale of substrates for king trumpet mushrooms,,
252,b455b0ab-00b4-44dd-9a9b-12dbb5a41dd1,forcing and bolts mushrooms,,
253,1422c0c0-dc09-4a12-b6a6-ac4ced69500a,chanterelle mushrooms,8f69cd763597f1e8c09d9f71b8fd07f2,chanterelle mushrooms
254,8b5ed7bf-f7f9-423d-84b1-61ae4d1137b3,frozen mushrooms,c3111cc3f08e5a55dfc3007dc11560ba,frozen mushrooms
255,7860724c-c865-4a76-aeb2-168b2ed6536b,herb tears,5ebab0b28911a0d2a9db8ac16ad9ae68,herb teas
256,e58a1a85-cc3c-4964-8c19-caab0e476355,small artichokes,2bbc018f140b9bef7c88edfcc8cd42de,small artichokes
257,1855eda3-22a9-4466-b39d-b0641297fb23,pickled preserves,cdf2addc7cd9f4e8832d45e5fe31b81e,pickled preserves
258,389802e5-f389-44f5-ac65-34f6757f129f,mushroom specialise,,
259,43b0c8f3-66bf-4b5d-83f6-894354926c22,forcing mushrooms in oil,,
260,d98ae0e2-a715-4a48-ab77-42927fd76cce,tinned mushrooms,1a97dc85da69bd91186bc78ed5169d02,tinned mushrooms
261,a7704cc3-ef7d-4571-8aba-deb6b6db5dbd,package fresh forcing mushrooms,,
262,3ad19ff2-7dfb-4c20-8064-f7bfb8c77782,mushrooms laminated in oil,930c03525d40bae8e40889357c97f8e5,mushrooms in oil
263,ef8c0e2b-7d7d-4105-b622-33aadbc179c4,package potatoes,6ac0d41c8d3f77daba5a449e24801b6f,packaged potatoes
264,3903742f-5ed1-44b6-b8a0-72bb12228acd,fine wines,debe2e9a8099ee9d0d301758fca934ae,fine wines
265,54993d24-6549-4fda-8e6a-4e1a16771279,mottling of extra virgin olive oil,1376c94a3e30dc93b55d60c515f82d6d,extra virgin olive oil
266,48125781-f584-44e0-86d5-f8590e1815a8,animal oils and fats,a1c38d101decd20a21b7b8fd2c30d42a,animal oils and fats
267,9ffa2c02-409c-44b7-b038-4922b956b750,ham-slices for butchers and delicatessens,298e5c5c311a064b61937a2e06613ea9,ham-slicers for butchers and delicatessens
268,f26cafaa-64d9-4a85-a3f2-0dc000b6596f,ham slices for communities,eab94bb8f3c620faee76de7e5fd13d3e,ham slicers for communities
269,d3106a29-6539-4de5-80fe-c723524439bb,machines for the food industry,9d97eb964c3572d4936d25353c61ddbe,shaping machines for the food industry
270,42f1b3bf-47b0-408e-9df7-d4af3d7aec7e,systems and equipment for butcher shops,acd08b0763f597e5facb8b7ae5957984,systems and equipment for butcher shops
271,0e0c2823-7814-4f82-8c7d-d273c0bbe7d2,"cakes and parties, factory-baked",,
272,f5ecf407-91cb-4bea-bdbf-31a1fcd4b191,cooking vinegar,26b59401a8c4630602153b7d51e9ed3b,cooking vinegar
273,7806b325-4540-4ffb-ae0c-582dfe06e339,olive oil bread,689dfc6099c0f790d3093ed176d02bb0,olive oil bread
274,e27306f1-433f-4f47-a1b1-75eef357575c,dietetic foods,14d304ef055db7312afb065046adbc70,dietetic foods
275,ae16131c-f804-454d-9913-efa7dec1d0fb,hand-made ice-cream,3638b2a3af89d9ea0f50f4ac1b14ce44,hand-made ice-cream
276,190258cb-cf37-44c2-8dc0-08a7161d1a9a,supplies for ice-cream parlour,6bab7cb13d75a3451e411e6f07fad51b,supplies for ice-cream parlours
277,482ad36d-fa33-4d87-ba24-715debcff6a0,frosted candles,6e3b704edff716f293b80e48647fa23f,frosted candies
278,53a05b49-85d1-4c25-80a1-a4b62207e971,trading machines for lives,,
279,e081d499-0966-4efd-bfb0-7abc40dfaf8b,product smiling,,
280,a1430bb8-42da-49df-b841-c6217ffeefb1,tuscans sheep's cheese,f6f13a8e48dcdb55ece232c62fc1b12f,tuscan sheep's cheese
281,6a4e40b3-059f-4624-83de-8111874a2112,service apartments,cf8bd58fa8329c5c6e594c11c67996c9,serviced apartments
282,e42a52c0-1331-4971-8c6e-aa51749e2717,wine shop,73c881cfc317648422199dde35617788,wine shop
283,990f60e2-13cb-415d-91fe-4c426aa551a0,wines - marches,622e6559bdde49eb1cc52f87e86779fa,wines - marches
284,6dd048c9-4087-4c15-a799-0e4343a84372,champenois sparkling wine,4ad7a5da408f1b9e38fe74676795799b,champenois sparkling wine
285,1d496dfc-5ac4-42d9-85b0-38fa249bb456,subcontract single-portion packing in cachets,,
286,783926c0-57ba-4dd8-a77b-11ace2b59732,fresh stuffed past,b1052bc4fba1d4642c4cf4fbaa7b382e,fresh stuffed pasta
287,1c6924e6-8524-48e4-a942-2f2144698b9c,dried potatoes in olive oil,,
288,c645906c-0961-4df0-9421-a1fc2ee74154,seed flour,a28d4810f49556020e40a2a0627f4aab,seed flours
289,eb4be8c2-6ced-486d-b3a1-def6b4bbf3ee,lumen-free product,,
290,8443cce0-8c7e-4b90-83fc-9057bacb2b0c,naturally learned bread,68b119604def1fc5bdf28e9f104a17cc,naturally leavened bread
291,2b034cce-f7c4-4855-9388-4344e88d3e86,wine crates,98f2317ef8160302dbf1b31a560864f8,wine crates
292,1b8ba219-ee89-4d6f-a2ba-feecc64d5b02,artichokes in oil,9bdd0bfe410fbc1a35df854b1d901e4a,artichokes in oil
293,97d1e82a-7d68-4c53-9a57-6c20d08567ff,wholesale baker products,bb3135b0c766a38cf86ce3fbe5a8bcc5,wholesale bakery products
294,f25c63fe-316c-4f4d-a00f-027777d0c929,wholesale production and sales,3c57e54f854d7fd5ec4c2189dfbc0e19,wholesale production and sales
295,7e6a2f61-ca4b-4869-b733-abed52d30862,processing of olive oil,ad9668a52d21a17d0bd620da8909a9cf,processing of olive oil
296,af90ceca-2f3a-4063-a493-4ff1ef9d1c76,cone crushed,0b06891e9fe10a796ff4326bb7dbdfb5,cone crusher
297,5f1f69ed-3dbf-4a3d-8f88-cdfd1c8b0db5,producer of extra verginolive oil,,
298,63448922-0660-44fc-ac7e-51ac3ad68ffb,producer of julian wine,,
299,73f0ee74-6c2d-4e18-9729-d9d5b3c78e28,wholesale of ice-dreams,8f286bd74c2dffa1796bcbb829f3da55,wholesale of ice-creams
300,d72ad22b-9bb2-4a41-ade9-65de0c407f6a,potato crisis and potato-based snacks,69589c2a2bc6336206af7a43eb966a6c,potato crisps and potato-based snacks
301,c82593bb-beb8-4796-ae32-eb7061537b6c,manufacture of household items,,
302,2cd923ae-0c27-436d-a221-936537c49207,kitchen accessories,980ebe73e5385f352edce5c83a6cfe57,kitchen accessories
303,55b4c087-48a7-4340-add1-d8a183909bfe,corn flakes,d269e257f45f43077003084127f17ec1,corn flakes
304,93b1ecd8-a815-4d61-8d18-a832bb39fb2d,meat choppers and grinder,6380497642962a382040d260297bdf09,meat choppers and grinders
305,2f11d43a-f468-47c1-b545-87844e151b73,cooking preparation systems and equipment for the food and canning industry,93a830a758a9e000c73f38bbd1272f00,cooking preparation systems and equipment for the food and canning industry
306,7b009239-b057-4509-9b72-0fbe8c84d957,package broccoli,320849a1ad63fa803797d92785f2bee4,packaged broccoli
307,6ab60a0e-4559-4973-ac2f-f23c1aac4b1f,fresh fruit and vegetables from italy,,
308,e0b2d43c-9bbb-4fde-9a76-d89dca5dffa2,fresh ready-made vegetable-based dishes,07c798f15aeecf79f1844789b51a6879,fresh ready-made vegetable-based dishes
309,050de5e8-8e79-47bf-87bf-6e9d86f39ee2,wines - campan,89cf1d4f41e5878c546b563d2d0c0368,wines
310,2114b0b7-2ca3-40b8-8136-dbfdcb2636d4,hills around nevada,,
311,f17abdcb-644c-47e1-97b5-51b11539be52,housing,,
312,820148c6-e129-4bd2-b6eb-52a3c8642f02,surrounded by trees,,
313,de23f3db-3b8d-4333-b161-ef7d7b445fd0,cheese factories,9b230c40ffce71591617fcaef1d85a9e,cheese factories
314,923c48c1-a8c7-47c8-bad2-7399d3c096bc,"clothing, fur",5529fcfb84ce626e0ac85a1ad321bdfc,"clothing, fur"
315,b187eb23-9018-4694-a837-be901400099a,"software, technical and scientific",cff126410c69bca2bda8fe49517e5b31,"software, technical and scientific"
316,c7e18705-1533-4e46-b9be-f5d4dbc354d7,holiday farm for school trips,3cf0ab0ce842a42ad583acfb8c6bafad,holiday farm for school trips
317,1c4f9918-4fa6-4c9a-b373-5e42f683062b,installation of farming systems,9109c92c49503e81eb689d703ab92323,installation of farming systems
318,cd5d4e20-2ae3-4e15-8bc5-ff1bbae08538,mowing machines,14f75396d9d3443db4a46571169e7f6f,mowing machines
319,c24fac7d-926a-40bd-bb4b-1a4285f178c1,lowered cultivates,,
320,152e6a96-2e24-4890-9e20-ea71338a715f,"traitors, vineyards",,
321,9c61cfde-e853-4977-a259-4c0118e577db,export of agricultural machinery,,
322,33e32fa3-c3fa-4cec-a3e6-ca8fd58da116,plastic - recovery and recalling,,
323,2aa0205c-24e2-4697-9490-ebb5342a1346,we sell exclusive properties vineyards and farm estates,,
324,61ddc7ef-e253-4fd5-bace-0d1763c67241,farming machinery,d0b2299305f3b1d33cc3fe009d1539fe,farming machinery
325,4d62b71b-6935-4050-ae25-6d46fa6cf4b8,high fashion,f0dc95dde9f8ca9082f8fbb1961238cf,high fashion
326,9555ae6d-4ebe-490b-9233-5feb25f3aca0,manned caprice leather for further's,,
327,13dc92e8-569c-4576-aae3-9b8761892d81,sawmills - machinery and equipment,90b1789fe8fde9751540dec6e7f00cba,sawmills - machinery and equipment
328,d0e672f1-328f-4ea5-8f5c-6913df20a3dc,leaders for chickens,,
329,064045ed-943b-4e61-9f82-6e6d0d1e9390,animal feed trophies,,
330,105e58a0-d4a6-4a01-a085-6358794aaa44,tubes for feeding lines,,
331,dd6a5482-1eee-4d19-a3bd-75da284c3d26,machines for poultry farming,,
332,043cdc74-4e4d-433a-b1f0-50ff51d8efaf,ground roasted coffee,a6f6296890caea8f8320dde0fb56f98d,ground roasted coffee
333,a44f0af8-18f6-427a-a405-c0a65be6e77c,ground coffee,cc4237c8530f92c36b106231b65851e0,ground coffee
334,6c057d9e-784c-470c-b37e-4236e27172bd,customised coffee blinds,557644e62d6e0efdcc1589fd43ea34ca,customised coffee blends
335,a31b3e87-b3f7-4612-beb6-a54334746b2f,automatic feeding troughs for poultry farms,,
336,5a0ba3ed-0d33-495b-aa12-62abab602385,telescope boom lift rental,8cf28e8ff6d02a3c0ae54dfb5be72451,telescopic boom lift rental
337,4b9a769c-f376-4268-a23c-fc24bd2ae621,motor-reduces,,
338,909dc1e9-7396-440a-8a40-535a517f7a8e,epicyclic reduction years,60778490bdf5b3af4e17d2823f67f455,epicyclic reduction gears
339,7a457622-09a1-4c54-bedc-29f963a1c6d7,gearmotor distribution,,
340,b446c276-3331-4db4-a75f-fe247db64161,microgears,c2937ec99449eafd7f1ae49b86098e92,microgears
341,a9d14d9f-51d8-4ec0-9bb5-d3fcbb31ae5a,gearmotors,fd81908cc0d86334979aa738c6b12a85,gear motors
342,ab3301a3-8fb2-470b-9801-eebe20674458,trading machines,e3cd5b2c64ca319aadec7c28c6c6feba,trading
343,cc1188fa-ed31-4dac-b955-2f1edb88d7ad,breadmaking systems and equipment,,
344,670b4dc3-90ac-4003-a9c0-d8ff038503a0,ship engines,8dc729d20591824b810f61f3aa056e44,ship engines
345,ab7d29c2-44d6-40f2-9511-3a2999d8734c,cylinders and pistols,83c85f6f7e5257419cec99c0c2595b0f,pistols
346,fd811cc5-269c-4129-9949-2033b236eafb,industrial machinery engines,,
347,ae2bf8ae-27a8-4129-9b45-5ae8b8439884,farm traitor engines,,
348,775e0d8b-4c01-4037-a26c-d04b4c5a2d3c,national market,,
349,14390ea8-9d48-41ed-9977-21a27b9b41c1,spoke mechanical machining,d9ea35b08e9fa69008216b3e30890dc9,bespoke mechanical machining
350,3cd3a485-5d26-445f-968f-35aeddf99248,roller chains for transmission,b205541782cb373c1dc4d577f86cccfc,roller chains for transmissions
351,bce5ce00-d34d-4f2b-afa9-7f5a91c175c6,parts and accessories for mechanical goods conveys,,
352,e1c187ac-c011-4174-9013-d43ee1662654,poultry harvested,479d57d583cc7e26f8c8b244c20729eb,poultry
353,98744186-52fd-4d24-9d7c-80b3e2af8141,turkey leaders,221cdfb73049678e244380b45872cbb2,turkey
354,c0046843-5770-4f86-863a-e8c6f30406b1,spare parts for earthmoving machinery,be13f358f3123bbfac5785923f7ff7ab,spare parts for earthmoving machinery
355,ee559b2f-bafc-4020-92d4-810c1be121c7,"photography, aerial",8fda2c9e7c15464eb3e0df83133630e5,"photography, aerial"
356,65df4832-6504-4d7d-bada-b71aec53d9ae,drones for photovoltaic farms,eaffe7a5082892576d8b309afa625adb,drones for photovoltaic farms
357,bc86956e-6260-458e-9157-06c260923bff,tourism and agriculture,dcba174ae527d3c01ae55174c376c6a7,tourism and agriculture
358,19c82a5e-b7bb-42f3-bda8-08f37f4cb7db,sale of combine-harvesters,a195f9953619cfca73e535cc70e4b2eb,sale of combine-harvesters
359,b867e59c-4398-4612-ada1-0d423d35edaf,combine-harvested work,e68d5e274f31cc2215ebde0788d4b081,combine-harvester work
360,28ea6ac3-833e-4f59-9bd8-c185b154ad6b,heavy industrial vehicles,4f0ce0e5b8a3b68b2c4a691e6cc486ca,heavy industrial vehicles
361,0133099d-44ae-423b-bcd2-94540ede7316,"wine growing, machinery and equipment",5301a543ed5c86cf16bca102aed2ef56,"wine growing, machinery and equipment"
362,95deb1f2-df98-4843-b5a8-23f19a283024,construction of sisters,,
363,70e2accb-582f-46c1-a6f9-5f7d50718b28,fine grain cooking sea salt,2356cf701351ef6b8b6295af4df427bb,fine grain cooking sea salt
364,b6305d01-fdb5-44e6-92bb-454ff5205151,road maintenance salt and sand,e8d7dc51969de1975ddff1ee31a3cf33,road maintenance salt and sand
365,87a4cd84-daa8-4cf7-a503-750c266e831f,"crates, plastic",6bc9fc85acfb997029943f13e650a778,"crates, plastic"
366,fd0034de-a9e4-49f1-a22b-a8ee85ef89e0,mechanical control instruments,ef35095282a1c8e6f1f52767a2500bb8,mechanical control instruments
367,866a9c1c-8a77-4e85-86fa-fb1ddab5b7b7,tourism office,e07247d704e417a1f15141481032d552,tourist office
368,f5f85dc8-26b6-41e9-a15c-3fd1451e5b5c,board and lodging,,
369,bc2c67bd-ba75-4421-88fb-f2d2dfc60dd8,industrial chains,58956b27152fe9d03331a5cc7cecae76,industrial chains
370,fb16bb82-cb38-40b9-9104-a4a74e354021,passenger transport by extraurban bushes,22831678a596a0a97c99781f6683dede,passenger transport by extraurban buses
371,edab4818-401d-449b-a451-7467e6718973,farming cooperative,,
372,f3d61c9f-7313-41b3-b96e-70f26edfe184,mowing machines for gardening,bd1a3f42e56dcadbaafd6fc53e58eda8,mowing machines for gardening
373,3b238c22-bbed-46a8-8d88-1ff941869df6,motorist carriages with wheels and tracks,,
374,b94a2f22-d8b3-486b-ac98-ebbce1771c9f,snowplough blades,9d9f93a2e1d40e33946beefbc7ea25cf,snowplough blades
375,5bc47aa3-176e-49b2-8a76-93963586205c,automatic workers,4810b9b5c5807db4dda9fc1edd200c2d,automatic corkers
376,2fbdd30f-ab2f-451c-8d34-2309828c0d8c,properties purchased,02c94971af13a805287f6096fbb09455,properties purchased
377,d3709fa9-6c54-40c3-bf08-0303bdfedd65,incubators - livestock,44d41a2ac720745d3615420af1b52779,incubators - livestock
378,73e86c47-0b85-4b2a-b0ab-38c9b919eac3,troughs and leaders,6e55e41d96d7bcd87288c0eadd1004e0,troughs
379,3bb2a909-a255-47bd-a980-c18b7ee1c2e6,farm grinding machinery,3ac11e7d5a8fc55d9b9171ef6a67daf5,farm grinding machinery
380,1e639e4a-a0be-4b54-af64-93ffd7eba2ce,plastic - manufacture and forming,d53e34fe03979179da0a27280bc2d8dd,plastics - manufacture and forming
381,e2c3db47-00d4-45c6-853e-d0bb70f08625,diese engines for farm machinery,4f7963dc558daf29ce8507dcac151b79,diesel engines for farm machinery
382,6c1f167a-091c-4798-aa29-0561c21f8a77,hydraulic and rheumatic components,8851bdf94ef97f895d49a81b4d6f5bf6,hydraulic components
383,8b5adb27-82e9-4bed-bdd4-eb50ffac34f0,single and double-effect cylinders,156d9df6249b3b1a4aaa5926cf031b83,single and double-effect cylinders
384,2069cd97-ee28-47a6-a228-45390c7d4b3c,electricity generations,510c26a2e02d51abc6c0420c50021e3a,electricity generation
385,486bfd0b-e335-42e1-be11-8f7b4d86196b,weakness centre,,
386,52950213-ce57-462b-a4cd-51f9226697bd,buying and selling apartments,cc124059c280b189f65636f6b230b457,buying and selling apartments
387,a8a2891a-af64-4a76-85c7-a33ee0a80ae2,drones for wind farms,149cda7ba4e8acadb313f597aed4aeaa,drones for wind farms
388,24b8681d-651f-462b-8c14-d7d320c24e7c,smudge and senate centrifugal separates,,
389,778e53ad-1dbc-4c4f-b244-1c9e3e98d791,hotel with inside parking,4b2af787146d7b7b1bf8aec979c0b8e7,hotel with onsite parking
390,8785c695-acc0-4873-a8a5-52204a7b02df,vacation,,
391,00547ea1-1af1-4f0e-9f9d-2f4ad843ee2d,tobacco,cfb99364cbdffd7851a5219c58fc90d5,tobacco
392,629a1b4b-2b26-48ab-8164-6586a5c17ec7,wheels for farm machinery,201481a60f92a70eafe35594a93d5e73,wheels for farm machinery
393,fd9e5c49-b679-4089-8215-eb6c4b35df79,country house,93c5320f40a493d1ecea2b1a8cd2fdf4,country house
394,1eaa3c57-bbf0-4fe4-b861-b7d2ab200719,software - business management,b1649ff4da781486ba756af9b2a905f9,software - business management
395,931b34d0-8881-4554-a155-37a3332386b6,ground chill pepper,666a9843338a84905789613281c5c6c5,ground chilli pepper
396,af438a67-358c-4a6b-ae87-e0db287ab5ee,sofas made in italy,,
397,08858fe4-4a10-4559-b85a-2978a5e987a3,fabric sofas,20e38da67ecb60d8d59925fc03bf8b4d,fabric sofas
398,90efacb6-4aaa-4f7d-a44b-90db163278f9,fabric living room furniture,39f34af382aa3c502d43d52048027527,fabric living room furniture
399,94abb516-7cc8-45e4-a64f-94f02297b9dd,custom sofas,4a470d2f99af9d68ce25f4aebaf9d27e,custom sofas
400,8cd2c9cd-87ac-4801-aeae-7e64a1124bcc,leather armchairs,621531db5a2317d4f394ce79971191be,leather armchairs
401,d0f84ec9-c142-4e65-8990-6ccde14c5bf1,coachbuilding - worries,94631fa9e970672be2a28f8a83f923d4,coachbuilding
402,21d3b7a4-6ed4-4eef-af0d-f2169997889c,isothermal covering,5dc5ce82a221b94825f2c055fd8fc997,isothermal covering
403,a93e5d71-9bcf-4b9c-a60a-b6ace5ee7ca7,flower transport,,
404,e91582cb-1d98-485c-8942-fc6d26bfa6bd,manufacture of glassfibre isothermal bodies,,
405,1b4581ce-bb2f-4e4b-acad-29fa1ab06207,sacred art - religious items,2a825c35b47398fa0d17d825dac6a77e,sacred art - religious items
406,87bf6078-d54b-41de-a914-f799c1b82dab,flowerpots-holder,9007e1aab7e30d7b50086473c50d6ef0,flowerpot-holder
407,663f78bd-6603-42eb-902d-b8ce62d7896d,fountain,7941ce00c308ef62cd69af52664e9788,fountain
408,7a42a90f-8d31-4c41-8580-d3de6b413702,artistic wells,a30d9a11b2abd894a33f693ca1d76470,artistic wells
409,7584f845-3dcf-4c53-9d6a-cef705fb0d27,porcelain flowers,1fb26c17dcbf9d3b632328a60a21fb34,porcelain flowers
410,2ee9de21-fb9a-4112-82de-7244cb716a8f,panel wire,f9d02e4657ee9524ff2cfd78c859a6b1,panel wire
411,3867786f-fff4-42da-bf15-05200f51ec07,metal flower stands,a3ba7ea8936f63de1f7231e6a654bf05,metal flower stands
412,2d41bb54-ee67-405d-89f3-c9366929c155,internal combustion engines,d46332883952357a26f8216f11d74fe4,internal combustion engines
413,5c08453a-98a2-42f3-98f3-2573df3b5e04,wall sciences,,
414,962de121-13ee-4284-ab4f-29d709d53e72,boat trailer,d4a5767c3285613bc1333457719d13a5,boat trailer
415,713fec4e-a972-4a02-bfd4-0c309b6a0c8a,handling of goods - motorized vehicles,88d9eadc92b6351598d8e0e0ad716448,handling of goods - motorized vehicles
416,f3cfa311-d54c-4293-a269-c5a72c04bd47,wines - spain,72fa24d85c021f4558f70bcee0e5b14f,wines - spain
417,1d7dc6fc-ce7a-4a9b-9341-15faf59f98f6,detergents for cleaning traitors,,
418,fd7fe6e4-01f1-48e0-95b3-712e44e3b69d,pick-axes for motorist cultivates,,
419,8bf8c1e7-aa1d-4b63-ad7e-ed47a16aa6fd,turning filling of mechanical components to drawing,,
420,9d24e840-706d-4e15-bf8b-8b7737495713,metal and plastic machining turning filling to drawing,,
421,5f44b01b-9870-4be0-970a-205d32fb5e89,and machining turning of non serious parts to drawing,,
422,52c030c8-a7a4-4ced-aaa1-e4032b86feb7,forestry ulcers,0be211a2fff29845d116f5aa52f22b25,forestry
423,541478fc-3ed1-4132-99b3-5bc8e3708b46,sawing benches,25eef82614d656b30bdc223949e5bae5,sawing benches
424,a0093fd1-cd22-4319-9f13-2d518214757d,"engines, internal combustion",ae6df5e2e0e45a693a184af9268706c9,"engines, internal combustion"
425,b4a341c2-8970-438b-a2ef-9941c1e153a0,"bicycle, accessories and parts",d7f797775f9c3c38bc20762df1494cd9,bicycle accessories
426,136cb939-ff21-4194-aa1f-a6e43a0d434a,portable tools without motor,5a49322d5d7d6d98335a7b73f7b915ca,portable tools without motors
427,5d64603c-a9b2-4280-a524-3049800d4988,"machine tools, metal shaping - parts and accessories",25e8deb2ed387303e1d62b74b145c355,"machine tools, metal shaping - parts and accessories"
428,86263410-a2f5-49b8-aedc-20054a02dcc7,professional assembly figs,3245fc4a83151b108e26f3d36e18f13f,professional assembly jigs
429,ae7e0f20-70b4-45c0-b694-af314f88bb9c,axles for trailer,00cac58d6a924495542e4de6cbff1614,axles for trailers
430,d2036e8b-83e9-47cf-b37f-31c229106232,motor vehicle axles,21bf6de5dd032d792fcee13102381c6d,motor vehicle axles
431,0dadd7b6-877e-44b3-9ad6-5aec1bed4e8d,galvanised clamps,c2c0ca6f68dcf88890822fe9c0f8e666,galvanized clamps
