,products_and_services,products_id,language (ISO-code),typo_corrected
11698,ring brush case,bec64443-672c-466c-9a5e-8f076f8c9d49,en,ring brush case
11699,axial piston pumps and motors,c980d4b7-c441-4ab3-be54-11020ae67dc9,en,animal piston pumps and motor
11700,industrial and mobile hydraulic valves and control blocks,a5e95ab7-f362-42bb-b14e-eb2631069411,en,industrial and mobile hydraulic valves and control blocks
11701,accumulators for stationary traction applications,b39103df-c91d-4980-ae04-8f5e161a305f,en,accumulations for stationary traction applications
11702,drive units for battery-powered electric vehicles,3d8ec757-902d-400a-90b8-e7f2b065f892,en,drive units for battery-lowered electric vehicles
11703,laser safety windows,0df04a4b-0443-4149-b672-fa04d4825d96,en,laser safety windows
11704,copper alloy foundry,aa8a05fc-ed2b-44d6-9fa2-b4f21ad8cd79,en,copper allow foundry
11705,large dimension bronze foundry,09cad341-3e29-4d10-85ba-19426b14e083,en,large dimension bronze foundry
11706,car insurance in spain,ee839b67-bac9-4d6e-accc-b2e346e11e74,en,car insurance in spain
11707,house insurance in spain,79e498ac-34e7-4475-938e-57f7bf41b662,en,house insurance in spain
11708,insurance in spain,4c461940-4dda-4796-9b8c-b64b66a1d375,en,insurance in spain
11709,high-current connectors,60f10c80-0f14-4505-b71b-51baa17dd4f7,en,high-current connections
11710,services for electric drive technology,55926708-d5dc-4168-8acf-06ef68cf2395,en,services for electric drive technology
11711,precision engineering components,5198011b-437e-42f3-8b88-db8d7c1db69f,en,precision engineering components
11712,heavy duty shock absorbers 4x4 and militar vehicles,4e0bd34d-3b7b-4def-b4aa-976808b72c96,en,heavy duty shock absorbed x and military vehicles
11713,manufacturer of skincare and hair care products,25aebbdb-622f-470d-a887-07ceee85aae4,en,manufacturer of sincere and hair care products
11714,manufacturer of chemical peels and pharmacy cosmetics,ede66c49-0f24-4d0a-b102-96fd45a54a16,en,manufacturer of chemical feels and pharmacy cosmetic
11715,yacht boat surveys south of france,280f57e5-c298-4c37-89db-a1870b48b568,en,yacht boat surveys south of france
11716,auto parts and rubber coated parts,33654747-ed94-4633-9617-2e89b340f593,en,auto parts and rubber coated parts
11717,transport requirements with precision,5ac9da41-4c0d-43a8-9dba-07dad4b9d797,en,transport requirements with precision
11718,professionalism in the transport,31692442-c0cd-4a0d-a16b-a0d79a817697,en,professionalism in the transport
11719,best prices,2ad81b86-c6e3-4eab-8785-a1821a455b36,en,best prices
11720,rail and truck transports,988e66d3-1826-4d3c-aa71-b5333809b9a1,en,rail and truck transports
11721,ocean freight,a768b812-987f-48c6-8ad9-b3c7a2ff023c,en,ocean freight
11722,car catalyst,cb7cf4fd-c964-42b9-9855-3b93aeefd5d4,en,car cataclysm
11723,"insulating material against heat, cold, noise and fire",b99b0bd5-750e-44fb-b9b2-7a7dd71310e3,en,"insulating material against heat, cold, noise and fire"
11724,insulation systems (insulation materials) against heat and cold,e4cbab37-47f7-406d-b9df-a4fb5397e4c1,en,induration systems (induration materials) against heat and cold
11725,rail vehicle interior fittings,9c5c6d2e-a4aa-40f7-b607-e4f35a4785ae,en,rail vehicle interior fitting
11726,sanding systems for rail vehicles,e80ca770-ddad-4ec2-87f6-32181de9b4cf,en,standing systems for rail vehicles
11727,air conditioning systems for sterile rooms,0e428b49-7006-45ee-8904-838aaa7f4216,en,air conditioning systems for sterile rooms
11728,air conditioning system filters,8dfb68b2-976a-4853-92b0-1368c70f9410,en,air conditioning system filters
11729,compact filters,f13a9ed9-c8a5-491c-bd4e-951de9850ed9,en,compact filters
11730,pleat packs,61502b48-dded-4a81-84d1-5f57fdf9225a,en,plea packs
11731,air conditioning/ventilation industry,2bb433d0-0ce7-4e71-a97f-b28ee8305bd8,en,air conditioning/ventilator industry
11732,maintenance and sale of speed regulators,f71da080-ea77-429e-b67c-434329047a45,en,maintenance and sale of speed regulatory
11733,training sessions on regulators,163a1377-4859-41fc-ac51-f229dec725e3,en,training sessions on regulatory
11734,development of radio systems,e0c1bf2a-4c4d-4ab0-8875-ba7785d82e96,en,development of radio systems
11735,automation technology based on radio,51897a35-3704-49a0-a220-a4914b5e6744,en,automatic technology based on radio
11736,wireless data modules,c473b3b9-16eb-4dfe-9e5b-e659f86e6803,en,tireless data nodules
11737,aluminium profiles for mechanical engineering,4bc6e840-da84-47b4-a70e-bef9ff104daf,en,aluminium profile for mechanical engineering
11738,semiconductor wafers,4510bc14-b053-4907-8957-8094c67c37cd,en,semiconductor wafers
11739,semiconductor wafer handling equipment,a84938fe-a5f0-47b8-83a2-fd6ac32d8e4a,en,semiconductor water handling equipment
11740,large dimension shrink wrap packaging lines,abc54763-c262-436b-971c-42be79d1a5ae,en,large dimension shrink wrap packing lines
11741,heat treatment of waste water,06789132-1bab-4ba4-81dd-54d05f4864be,en,heat treatment of waste water
11742,technical adhesive tapes,f7de0d77-1c96-435a-9eb6-9c69721657c2,en,technical adhesive tapes
11743,"adhesive tapes, heat-resistant",b0e326db-4025-4146-b87e-5273034f8c5e,en,"adhesive tapes, heat-resistant"
11744,adhesive assembly tape,522e0c6a-676e-4798-ad42-e60c44766b7c,en,adhesive assembly tape
11745,self-adhesive films (double-sided),d16039ae-2968-431a-98c3-ddf49c2dca6f,en,self-adhesive films (double-sided)
11746,self-adhesive films for surface protection,f5d3512e-bbf8-4a20-b2f4-0d013025cfbc,en,self-adhesive films for surface protection
11747,water-soluble adhesive tapes,f1735ee1-d54a-47da-a679-b35455065d04,en,water-double adhesive tapes
11748,sanding machines for car bodywork,15d4427e-b1bd-4b7c-9a73-51d252739ebb,en,standing machines for car bodywork
11749,calory counting,6bd6fd3b-59a3-4dec-b632-156b07fb0743,en,carry counting
11750,viscous torsional vibration dampers,80882f2e-76d2-4e0f-b6e6-33f046d162b5,en,viscous torsion vibration damper
11751,air spring elements (bellows cylinders),a3945a55-7fec-4c22-9d7f-9e4605057f56,en,air spring elements (fellows cylinders)
11752,car window replacement,da3edc5c-51b1-471b-ac6d-5740c42e1acd,en,car window replacement
11753,bush handling chains,f3003f3e-3ff9-4fa7-8120-b08e59eecdfa,en,bush handling chains
11754,precision chains,772b073a-c835-4f6e-9e25-fa2e99294329,en,precision chains
11755,flashing lights,7edc9e23-c6ce-4904-b66a-48ba74bb62b7,en,flashing lights
11756,cable bushing,3e1b528b-b579-449b-b283-9dd5ddb4144a,en,cable pushing
11757,polypropylene folding chair,d8ec5960-104f-4e9e-9f3c-87a169888326,en,polypropylene folding chair
11758,manufacturer of concrete table-tennis table,0ce2345b-2429-4131-b451-be2a736f0c8f,en,manufacturer of concrete table-tennis table
11759,hpl public benches,ffaaad72-9a2e-42c4-a235-17df16bc8570,en,he public benches
11760,manufacturer of barriers for cities,6b4e18e8-e8f6-4f70-a57f-e3690436f2aa,en,manufacturer of barriers for cities
11761,speed-reducing radar,84f2aa0d-b6fc-4750-9db8-57aed410bfc1,en,speed-reducing rear
11762,disposal of ship-generated waste,ff9b4699-882d-4b55-98a5-38a478d7cb28,en,disposal of ship-generate waste
11763,harbour operations,981b03be-10c0-4319-8428-d1c2a0f2f9b6,en,harbour operations
11764,port technology,94808291-faa3-4dd8-a5e2-669c7931bc86,en,port technology
11765,harbour transhipment facilities,49b7b340-774e-4e4b-9766-24567b473b7c,en,harbour transshipments facilities
11766,cargo handling services in port,63182931-c5d8-4313-899d-1b522bb5c554,en,cargo handling services in port
11767,three-ply panels,677d8824-c75b-40ab-a63f-87c393244297,en,three-ply panel
11768,glued laminated (wooden construction),f8b7fded-4ff3-4766-ba48-f92998f66ba9,en,glued laminated (wooden construction)
11769,timber boards,f66808c4-9b20-4db8-a12b-7ad1db1e8fd2,en,timber boards
11770,throttle silencers,f87f2c14-b3b2-443f-bb68-6567f07ffcee,en,throttle silence
11771,"automobile, industrial vehicle and automobile accessories business associations",b7903971-7811-4b07-9f08-11932875d35d,en,"automobile, industrial vehicle and automobile accessories business associations"
11772,blow-in technology for cables and microtubes,989b9d2f-b037-4c85-a237-5657d6df26d6,en,blow-in technology for tables and microbes
11773,blow-in systems for cables & microtubes,a4c038cd-af44-4c9f-902e-c5bdfdd215b6,en,blow-in systems for tables & microbes
11774,cable blow-in systems,9b41546c-47c2-4260-b925-5530284e75e8,en,cable blow-in systems
11775,blow-in equipment,c5d68483-09e0-4a30-81ba-cea49b6f98c7,en,blow-in equipment
11776,blow-in equipment for micro- and mini-cables,b8045c6d-f5d3-46dc-907d-7b47748ebfb0,en,blow-in equipment for micro- and mind-tables
11777,blow-in equipment for standard fibre optic cables and microtubes,6f865830-8241-434b-a57e-e93e49dc4b83,en,blow-in equipment for standard fibre optic tables and microbes
11778,blow-in recording equipment,4d4fa3f4-c101-4c89-8a3b-58bdcf38a1fd,en,blow-in recording equipment
11779,blow-in accessories,0b657a20-8a13-4cae-aef5-26086a7a7d12,en,blow-in accessories
11780,distance business english course,38a64ecb-b2a3-44a8-9207-9a80174e3ae7,en,distance business english course
11781,preparation for university english exams,8f0bf1e3-823b-4587-8e64-1a73941501fc,en,preparation for university english exam
11782,wireless emergency shutdown,28b9cd45-dd30-4aeb-b0a2-c012a34f36ea,en,tireless emergency shutdown
11783,seats for aircraft,9b8da1d4-4e1b-40ef-8872-58c8b7ea43a4,en,seats for aircraft
11784,air chain hoists,2a027f6a-e440-4b00-991d-86ff7e7e888d,en,air chain hosts
11785,electrical load switches for industrial equipment,58540cd0-f1c8-4f91-bcef-594877026f25,en,electrical load switches for industrial equipment
11786,vehicle bicycle rack,d318ddfd-fb57-4c34-892b-51a9f26b5bd3,en,vehicle bicycle rack
11787,cotton wool fleece,9712b2d5-38ac-4523-8350-9659fb0272a5,en,cotton wool fleecy
11788,leather lamination,9d7e4330-4240-499d-b7ec-257308928add,en,leather examination
11789,material for understitching,29e66d2c-e8e5-40ca-9a2c-9672445ab5e4,en,material for understitching
11790,car upholstery,8a418f1e-3606-4024-98c1-33e1d35335ef,en,car upholstery
11791,upholstery work for cars,0a587639-91e5-4bcf-8b01-11e6333970f7,en,upholstery work for cars
11792,car upholstery repairs,f085ab58-b3b5-4d6a-bb78-5caad1d58e1e,en,car upholstery repairs
11793,leather car upholstery,f39e980c-c3cb-4ee9-9863-688c50db4c34,en,leather car upholstery
11794,french manicure,5e61d2b6-5b03-462d-94da-0fc1d101f0a3,en,french manure
11795,acrylic for nails,1dd37d78-409b-4204-a041-ffbc6b647d17,en,acrylic for nails
11796,"transport vehicles, internal",5f10b385-461f-443f-b07e-37f4d1ab7948,en,"transport vehicles, internal"
11797,moving materials,73a2995f-0bd0-4722-a4a1-5fda0e4e72df,en,moving materials
11798,moving services,b35654e5-f05f-43b2-ab26-fdd2126dacb7,en,moving services
11799,container building,e6951faf-5ccc-4b5f-beb9-6295970e3e35,en,container building
11800,wet electrostatic filters,8c8db640-8274-4f6d-b82c-38c58cbef1ae,en,wet electrostatic filters
11801,star tube coolers,4418208f-cde0-4966-be6c-6601033300a8,en,star tube cookers
11802,remote protection services,c98482ab-35d8-4b28-8c00-9a309086ed2f,en,remote protection services
11803,bottom assembly for footware,08ddb8b3-0bf7-4c1a-b6ca-925b5d886e00,en,bottom assembly for software
11804,electro pick and carry cranes,a977d66f-2015-41c9-bfc1-5ba515f7815e,en,elector pick and carry cranks
11805,kitchen cleaning products,f49a9d8a-4205-4917-b909-985ab29fe439,en,kitchen cleaning products
11806,application programs for bodyshops,a5827aa2-c926-447f-b18b-27ca386bf221,en,application programs for bodyshops
11807,development of packaging,465f4027-2e10-4a70-8427-229bfe7ca8ac,en,development of packing
11808,plastic screw caps,7530424b-3d01-42cc-8573-0b8af5215185,en,plastic screw caps
11809,cases for games,79975ccb-a937-44cc-862c-13dbd8fd88ca,en,cases for games
11810,water purification tanks,8fec137b-4250-4107-8a6f-ca7e2b5b8f43,en,water purification tanks
11811,b2b magazine and exhibitions,e6a58692-9f9e-4606-8761-f96f1f78735b,en,bob magazine and exhibition
11812,scooter,1b4eb8e6-9c6c-459d-b506-dd5ce6462f46,en,sooner
11813,installing tow hooks,b6d04a66-1d16-44b9-b339-a852c19eae21,en,installing tow hooks
11814,dumper bodies for goods vehicles,6b34089c-3fc1-49b7-824d-a69a61ce7773,en,dumped bodies for goods vehicles
11815,"logistics, warehouse logistics",158e64d8-e362-4494-9442-5c2253c6c7dc,en,"logistics, warehouse logistics"
11816,shipping logistics,2a2b5079-8aed-4007-8d4d-36886b79fc1f,en,shipping logistics
11817,e-commerce shipping,b11ad43b-5b98-459b-82ff-4448b261326c,en,e-commerce shipping
11818,belts and bands for technical uses,f1e642c9-6d41-44bb-975c-06c15089853d,en,belts and bands for technical uses
11819,nets for vehicle construction,4fcbac5d-3e91-4ff3-9d3f-ad6aedaa6a26,en,nets for vehicle construction
11820,ribbons for the garment industry,559f1066-b903-42dc-9627-3c6af488ebbf,en,ribbons for the garment industry
11821,trolley bag,c87ad36d-a182-48b6-af19-d8760875917d,en,trolley bag
11822,writing cases,525cbc6c-97be-408c-a781-93c5649b2271,en,writing cases
11823,specialised equipment for photographers,821471d2-97b2-49d9-8e90-4e0d13176261,en,specialised equipment for photographer
11824,brushless motors,f2e8244c-ae29-4cfb-b61c-ffaeaaf195eb,en,ruthless motor
11825,direct current brush-type motors,b748f7e2-8c9a-4220-b066-1b4fbece586d,en,direct current brush-type motor
11826,permanently excited reluctance motors,8432748e-3297-4d1c-a41b-4bffc8439e2a,en,permanently excited reluctance motor
11827,water-cooled electric motors,095bff8d-0785-44f5-b75b-8afd34c60d8f,en,water-cooled electric motor
11828,platform trucks,e2848047-430e-4419-9eb3-072e71e30cdc,en,platform trunks
11829,"heavy load trailers, in-house",9f9e77b7-396c-4d63-84c2-08763638d1a0,en,"heavy load trailer, in-house"
11830,low platform trailers,9f503f2e-57ae-4320-953c-0affcb8209f7,en,low platform trailer
11831,works committees' travel agency,cfb62aa0-99c3-49d0-8de5-6706f3408f2b,en,works committees' travel agency
11832,modular coverings,e9bfeb1c-fadb-440f-b0f1-690746fe3454,en,nodular coverings
11833,beaded flat terminals,0564c77f-31f2-4bba-917d-713cc1e9dc9d,en,beaded flat terminals
11834,din 41000 flat terminals,c9805b44-f49a-4036-b07b-3d19dc95836d,en,din 41000 flat terminals
11835,terminal boards,f4a76ddf-80d1-48b4-96fd-6e9a073e4073,en,terminal boards
11836,moulded tin bronze parts,f8e52102-1306-42db-b51c-71eff3c3474a,en,moulded tin bronze parts
11837,moulded leaded tin bronze parts,8f72c432-2a21-45d0-9a34-9cdfd53c91d6,en,moulded leaded tin bronze parts
11838,moulded aluminium parts,fa6f1449-6296-4c49-8e0b-f39e283ed054,en,moulded aluminium parts
11839,moulded iron parts,8009803c-ae31-469a-9a37-7ba05a053a5d,en,moulded iron parts
11840,moulded bearing metal parts,efd73356-dbf1-4ea2-b8c5-85c92ed50794,en,moulded bearing metal parts
11841,telescoping mast,96d0f74a-07f5-4c78-91fa-e805d70cf8ab,en,telescoping mast
11842,clutch bearing release system,421ed6ca-5c03-484e-b25d-2c2fb9a9139f,en,clutch bearing release system
11843,toothed belt washers,cbac8454-011b-4b2b-a6e4-a74f443c975e,en,toothed belt rashers
11844,toothed washers,a1942525-65af-4612-b41a-cab9d3c227f9,en,toothed rashers
11845,toothed belt finishing,b9e10353-5f25-4b6a-ab8f-50759ca0d770,en,toothed belt finishing
11846,heavy oil conversion to light oil,57681b47-5b16-4108-8e21-1305f755a04f,en,heavy oil conversion to light oil
11847,used lubricant oil to bunker oil,1f9ba7ee-eacd-49c7-8998-c1a702916c74,en,used lubricant oil to bunker oil
11848,waste incineration communal and medical,18939523-a23d-4aab-8ccb-bf560149f67d,en,waste incineration communal and medical
11849,heat recovery steam generators,f05b11c9-8f31-402e-82d8-1deff3d870ec,en,heat recovery steam generations
11850,machine tools for brakes and clutches,8c03a7df-4ee1-41f4-9410-155bcab84c11,en,machine tools for rakes and clutches
11851,injection molds for plastic and rubber,b2eb2c24-9097-4940-a7c1-3492c52e7ed2,en,injection folds for plastic and rubber
11852,hot temperature injection molds,1a8cf894-c503-4ec4-85be-5f24f49b24f9,en,hot temperature injection folds
11853,motor vehicle licence plates,36c5f5ed-f306-4548-ad20-fc4e8b3c8ea3,en,motor vehicle licence plates
11854,own brand workshop,c71dd19d-0a8c-4c64-beb8-abc66f533200,en,own brand workshop
11855,corrosion protection sprays,748b293c-6071-4984-898c-256ded7f1ec6,en,corrosive protection sprays
11856,high voltage alternators,ea9fbcfc-7c08-444f-af18-0ab34d4c136c,en,high voltage alternators
11857,charging systems,1f04b9f3-dc7c-4062-aaa5-a871ecf2232a,en,charging systems
11858,vehicle components made from glass fibre-reinforced plastic (grp),97dc913d-bf23-4c04-b9fc-7708f31d8aa2,en,vehicle components made from glass fibre-reinforced plastic (gap)
11859,sale of batteries for cars,4af0fcca-4e70-4f70-937f-aadae0c4abc7,en,sale of batteries for cars
11860,licensed children's t-shirts,7ec27955-6d5f-48e4-9a86-10dc5dac3b49,en,licensed children's t-shirts
11861,manufacturer of licensed clothing lines for children and babies,c067e0a7-cfae-46d4-9d9c-b27dbbb5d3d6,en,manufacturer of licensed clothing lines for children and babies
11862,wholesale of licensed clothing for children and babies,df5e973d-a85f-4565-b73f-c6bb71e8aab8,en,wholesale of licensed clothing for children and babies
11863,licensed clothing,334db7be-86c9-47ba-9823-d9d071417080,en,licensed clothing
11864,manufacturer of children's t-shirts,f646b7cd-4987-489a-9452-fa7f98647a75,en,manufacturer of children's t-shirts
11865,housing inlays,4c560a56-414c-4252-a14b-a761705e6813,en,housing plays
11866,"cases, waterproof",94bb252a-daf5-413e-91b9-07285a0e881d,en,"cases, waterproof"
